Comedian,Comedian_Probability,Footballer,Footballer_Probability,Combined_Probability,Rounded_Probability
Charlie Naughton,0.0014781966001478,Brendan Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,James Sharp,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Kevin Hunt,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Richard Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Cory Harvey,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Conor Roberts,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Matty Walters,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Amy Martin,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Rhys King,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,George West,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Tony Witter,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Richard Greaves,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Jack Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Jack Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Ali Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,George Burton,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Martin Peters,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Richard Greaves,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Jack Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Jack Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Paul Whitehouse,0.0014781966001478,Ali Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Alex Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Djed Spence,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Abbey Jones,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Jordan Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Ian Richardson,0.0007940686850506,1.1737896305256311e-06,1e-06
Francis Wheen,0.0014781966001478,Ben Billingham,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Lewis Cook,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Jack Atkinson,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Cameron Allen,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Justin Fashanu,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Steve Foster,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Lewis Cook,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Danny Wallace,0.0007940686850506,1.1737896305256311e-06,1e-06
Mike Hayley,0.0014781966001478,Lewis Cook,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Charley Robertson,0.0007940686850506,1.1737896305256311e-06,1e-06
Francis Wheen,0.0014781966001478,Alex Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Francis Wheen,0.0014781966001478,Djed Spence,0.0007940686850506,1.1737896305256311e-06,1e-06
Francis Wheen,0.0014781966001478,Abbey Jones,0.0007940686850506,1.1737896305256311e-06,1e-06
Francis Wheen,0.0014781966001478,George Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Francis Wheen,0.0014781966001478,Jack Powell,0.0007940686850506,1.1737896305256311e-06,1e-06
Francis Wheen,0.0014781966001478,Jamie Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Chris Rowney,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Richard Davies,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Charley Robertson,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Ian Richardson,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Brendan Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Danny Wallace,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Steve Foster,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Justin Fashanu,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Cameron Allen,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Jack Atkinson,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Jordan Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Chris Rowney,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Matty Walters,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Conor Roberts,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Cory Harvey,0.0007940686850506,1.1737896305256311e-06,1e-06
Suzy Eddie Izzard,0.0014781966001478,Richard Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Richard Davies,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Chris Rowney,0.0007940686850506,1.1737896305256311e-06,1e-06
Rob Newman,0.0014781966001478,Charley Robertson,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Jordan Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Danny Wallace,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Ali Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Jack Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Jack Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Richard Greaves,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Tony Witter,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,George West,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Kevin Hunt,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Richard Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Cory Harvey,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Conor Roberts,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Matty Walters,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Cameron Allen,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Brendan Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Justin Fashanu,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Cameron Allen,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Jack Atkinson,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Ian Richardson,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Charley Robertson,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Richard Davies,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Chris Rowney,0.0007940686850506,1.1737896305256311e-06,1e-06
Crazy Gang,0.0014781966001478,Steve Foster,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Jack Atkinson,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Cameron Allen,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Justin Fashanu,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Steve Foster,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Rhys King,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Amy Martin,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Steve Foster,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,George Burton,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Chris Rowney,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Martin Peters,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,George Burton,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Martin Peters,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Christopher Mason,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Ben Billingham,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Jamie Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Justin Fashanu,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Alex Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Richard Greaves,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Lewis Cook,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Tony Witter,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,George Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Abbey Jones,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Djed Spence,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Alex Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,George West,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Rhys King,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Amy Martin,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,Ben Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Eddie Large,0.0014781966001478,James Sharp,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Alex Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Djed Spence,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Abbey Jones,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,George Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Jack Powell,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Jamie Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Ben Billingham,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Christopher Mason,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Jack Atkinson,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Richard Davies,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Abbey Jones,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Amy Martin,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,George West,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Tony Witter,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Richard Greaves,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Jack Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Jack Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Ali Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,George Burton,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Martin Peters,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Christopher Mason,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Amy Martin,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Rhys King,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,George West,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Tony Witter,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Alex Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Djed Spence,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Abbey Jones,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,George Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Jack Powell,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Jamie Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Ben Billingham,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Christopher Mason,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Martin Peters,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,George Burton,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Ali Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Jack Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Jack Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Richard Greaves,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Rhys King,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Ben Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Charley Robertson,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Ben Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Ben Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,James Sharp,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Ian Richardson,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Brendan Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Jordan Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Matty Walters,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Kevin Hunt,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Conor Roberts,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Richard Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Cory Harvey,0.0007940686850506,1.1737896305256311e-06,1e-06
Henry Naylor,0.0014781966001478,Conor Roberts,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Cory Harvey,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Chris Rowney,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Richard Davies,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Charley Robertson,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Ian Richardson,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Brendan Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Jordan Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Matty Walters,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Conor Roberts,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Cory Harvey,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Richard Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Kevin Hunt,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,James Sharp,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Richard Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Kevin Hunt,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,James Sharp,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Djed Spence,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Jack Powell,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,George Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Jordan Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Paul Whitehouse,0.0014781966001478,Amy Martin,0.0007940686850506,1.1737896305256311e-06,1e-06
Kevin Eldon,0.0014781966001478,George Burton,0.0007940686850506,1.1737896305256311e-06,1e-06
Kevin Eldon,0.0014781966001478,Martin Peters,0.0007940686850506,1.1737896305256311e-06,1e-06
Kevin Eldon,0.0014781966001478,Christopher Mason,0.0007940686850506,1.1737896305256311e-06,1e-06
Kevin Eldon,0.0014781966001478,Ben Billingham,0.0007940686850506,1.1737896305256311e-06,1e-06
Kevin Eldon,0.0014781966001478,Jamie Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Paul Whitehouse,0.0014781966001478,Ben Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Paul Whitehouse,0.0014781966001478,James Sharp,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Matty Walters,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Conor Roberts,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Cory Harvey,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Richard Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Kevin Hunt,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,James Sharp,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Ben Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Ali Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Rhys King,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,George West,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Richard Davies,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Charley Robertson,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Ian Richardson,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Tony Witter,0.0007940686850506,1.1737896305256311e-06,1e-06
Paul Whitehouse,0.0014781966001478,Kevin Hunt,0.0007940686850506,1.1737896305256311e-06,1e-06
Paul Whitehouse,0.0014781966001478,Richard Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Paul Whitehouse,0.0014781966001478,Cory Harvey,0.0007940686850506,1.1737896305256311e-06,1e-06
Paul Whitehouse,0.0014781966001478,Rhys King,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Brendan Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Kevin Eldon,0.0014781966001478,George Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Ian Richardson,0.0007940686850506,1.1737896305256311e-06,1e-06
Anil Gupta,0.0014781966001478,Jack Powell,0.0007940686850506,1.1737896305256311e-06,1e-06
Anil Gupta,0.0014781966001478,George Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Anil Gupta,0.0014781966001478,Abbey Jones,0.0007940686850506,1.1737896305256311e-06,1e-06
Anil Gupta,0.0014781966001478,Djed Spence,0.0007940686850506,1.1737896305256311e-06,1e-06
Anil Gupta,0.0014781966001478,Alex Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Jamie Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Danny Wallace,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Steve Foster,0.0007940686850506,1.1737896305256311e-06,1e-06
Hugo Speer,0.0014781966001478,Ben Billingham,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Justin Fashanu,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Cameron Allen,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Jack Atkinson,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Chris Rowney,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Richard Davies,0.0007940686850506,1.1737896305256311e-06,1e-06
Lorna Watson,0.0014781966001478,Jack Atkinson,0.0007940686850506,1.1737896305256311e-06,1e-06
Lorna Watson,0.0014781966001478,Cameron Allen,0.0007940686850506,1.1737896305256311e-06,1e-06
Lorna Watson,0.0014781966001478,Justin Fashanu,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Ali Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,George Burton,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Martin Peters,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Charley Robertson,0.0007940686850506,1.1737896305256311e-06,1e-06
Lorna Watson,0.0014781966001478,Steve Foster,0.0007940686850506,1.1737896305256311e-06,1e-06
Lorna Watson,0.0014781966001478,Danny Wallace,0.0007940686850506,1.1737896305256311e-06,1e-06
Lorna Watson,0.0014781966001478,Lewis Cook,0.0007940686850506,1.1737896305256311e-06,1e-06
Kevin Eldon,0.0014781966001478,Ali Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Kevin Eldon,0.0014781966001478,Jack Powell,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Amy Martin,0.0007940686850506,1.1737896305256311e-06,1e-06
Kevin Eldon,0.0014781966001478,Abbey Jones,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Ben Billingham,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Alex Brown,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Djed Spence,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Abbey Jones,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,George Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Jack Powell,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Jamie Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Charlie Naughton,0.0014781966001478,Christopher Mason,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Matty Walters,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Ali Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Jack Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Paul Whitehouse,0.0014781966001478,Conor Roberts,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Richard Greaves,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Cory Harvey,0.0007940686850506,1.1737896305256311e-06,1e-06
Rogan Whitenails,0.0014781966001478,Steve Foster,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Richard Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Kevin Hunt,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,James Sharp,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Ben Johnson,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,George Burton,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Martin Peters,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Christopher Mason,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Ben Billingham,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Amy Martin,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,Rhys King,0.0007940686850506,1.1737896305256311e-06,1e-06
Haver and Lee,0.0014781966001478,George West,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Jamie Smith,0.0007940686850506,1.1737896305256311e-06,1e-06
Frank Skinner,0.0014781966001478,Jack Powell,0.0007940686850506,1.1737896305256311e-06,1e-06
